reportedyear,FSA,reportedmonth,MCI,Count of MCI
2019,M9L,April,Assault,10
2019,M9L,August,Assault,18
2019,M9L,December,Assault,13
2019,M9L,February,Assault,5
2019,M9L,January,Assault,10
2019,M9L,July,Assault,8
2019,M9L,June,Assault,6
2019,M9L,March,Assault,7
2019,M9L,May,Assault,16
2019,M9L,November,Assault,9
2019,M9L,October,Assault,5
2019,M9L,September,Assault,9
2019,M9L,April,Auto Theft,9
2019,M9L,August,Auto Theft,7
2019,M9L,December,Auto Theft,8
2019,M9L,February,Auto Theft,6
2019,M9L,January,Auto Theft,13
2019,M9L,July,Auto Theft,8
2019,M9L,June,Auto Theft,15
2019,M9L,March,Auto Theft,8
2019,M9L,May,Auto Theft,12
2019,M9L,November,Auto Theft,10
2019,M9L,October,Auto Theft,16
2019,M9L,September,Auto Theft,9
2019,M9L,April,Break and Enter,3
2019,M9L,August,Break and Enter,4
2019,M9L,December,Break and Enter,3
2019,M9L,February,Break and Enter,1
2019,M9L,January,Break and Enter,4
2019,M9L,July,Break and Enter,5
2019,M9L,June,Break and Enter,7
2019,M9L,March,Break and Enter,8
2019,M9L,May,Break and Enter,4
2019,M9L,November,Break and Enter,4
2019,M9L,October,Break and Enter,6
2019,M9L,September,Break and Enter,7
2019,M9L,April,Robbery,2
2019,M9L,August,Robbery,6
2019,M9L,December,Robbery,3
2019,M9L,February,Robbery,2
2019,M9L,January,Robbery,1
2019,M9L,July,Robbery,4
2019,M9L,June,Robbery,1
2019,M9L,March,Robbery,3
2019,M9L,May,Robbery,1
2019,M9L,November,Robbery,3
2019,M9L,September,Robbery,1
2019,M9L,April,Theft Over,1
2019,M9L,August,Theft Over,3
2019,M9L,December,Theft Over,3
2019,M9L,February,Theft Over,2
2019,M9L,January,Theft Over,1
2019,M9L,July,Theft Over,2
2019,M9L,June,Theft Over,1
2019,M9L,May,Theft Over,2
2019,M9L,November,Theft Over,2
2019,M9L,October,Theft Over,3
2019,M9L,September,Theft Over,1
2017,M9M,April,Assault,12
2017,M9M,August,Assault,12
2017,M9M,December,Assault,22
2017,M9M,February,Assault,9
2017,M9M,January,Assault,18
2017,M9M,July,Assault,14
2017,M9M,June,Assault,15
2017,M9M,March,Assault,19
2017,M9M,May,Assault,19
2017,M9M,November,Assault,13
2017,M9M,October,Assault,18
2017,M9M,September,Assault,10
2017,M9M,April,Auto Theft,3
2017,M9M,August,Auto Theft,7
2017,M9M,December,Auto Theft,11
2017,M9M,February,Auto Theft,7
2017,M9M,January,Auto Theft,7
2017,M9M,July,Auto Theft,8
2017,M9M,June,Auto Theft,7
2017,M9M,March,Auto Theft,8
2017,M9M,May,Auto Theft,7
2017,M9M,November,Auto Theft,3
2017,M9M,October,Auto Theft,2
2017,M9M,September,Auto Theft,8
2017,M9M,April,Break and Enter,2
2017,M9M,August,Break and Enter,2
2017,M9M,December,Break and Enter,10
2017,M9M,February,Break and Enter,1
2017,M9M,January,Break and Enter,1
2017,M9M,July,Break and Enter,1
2017,M9M,June,Break and Enter,2
2017,M9M,March,Break and Enter,4
2017,M9M,May,Break and Enter,3
2017,M9M,November,Break and Enter,5
2017,M9M,October,Break and Enter,7
2017,M9M,September,Break and Enter,1
2017,M9M,August,Robbery,3
2017,M9M,December,Robbery,5
2017,M9M,February,Robbery,4
2017,M9M,January,Robbery,4
2017,M9M,July,Robbery,4
2017,M9M,June,Robbery,4
2017,M9M,May,Robbery,5
2017,M9M,November,Robbery,7
2017,M9M,October,Robbery,3
2017,M9M,September,Robbery,7
2017,M9M,December,Theft Over,1
2017,M9M,July,Theft Over,3
2017,M9M,May,Theft Over,1
2017,M9M,November,Theft Over,1
2017,M9M,September,Theft Over,2
2018,M9M,April,Assault,9
2018,M9M,August,Assault,13
2018,M9M,December,Assault,13
2018,M9M,February,Assault,6
2018,M9M,January,Assault,24
2018,M9M,July,Assault,18
2018,M9M,June,Assault,18
2018,M9M,March,Assault,13
2018,M9M,May,Assault,18
2018,M9M,November,Assault,20
2018,M9M,October,Assault,14
2018,M9M,September,Assault,7
2018,M9M,April,Auto Theft,4
2018,M9M,August,Auto Theft,4
2018,M9M,December,Auto Theft,12
2018,M9M,February,Auto Theft,6
2018,M9M,January,Auto Theft,8
2018,M9M,July,Auto Theft,8
2018,M9M,June,Auto Theft,15
2018,M9M,March,Auto Theft,6
2018,M9M,May,Auto Theft,13
2018,M9M,November,Auto Theft,13
2018,M9M,October,Auto Theft,9
2018,M9M,September,Auto Theft,12
2018,M9M,April,Break and Enter,2
2018,M9M,August,Break and Enter,9
2018,M9M,December,Break and Enter,4
2018,M9M,February,Break and Enter,4
2018,M9M,January,Break and Enter,9
2018,M9M,July,Break and Enter,7
2018,M9M,June,Break and Enter,9
2018,M9M,March,Break and Enter,2
2018,M9M,May,Break and Enter,5
2018,M9M,November,Break and Enter,3
2018,M9M,October,Break and Enter,3
2018,M9M,September,Break and Enter,3
2018,M9M,August,Robbery,8
2018,M9M,December,Robbery,3
2018,M9M,February,Robbery,4
2018,M9M,January,Robbery,4
2018,M9M,July,Robbery,1
2018,M9M,March,Robbery,4
2018,M9M,May,Robbery,2
2018,M9M,November,Robbery,3
2018,M9M,October,Robbery,5
2018,M9M,September,Robbery,4
2018,M9M,April,Theft Over,1
2018,M9M,August,Theft Over,1
2018,M9M,February,Theft Over,3
2018,M9M,June,Theft Over,1
2018,M9M,March,Theft Over,2
2018,M9M,October,Theft Over,1
2019,M9M,April,Assault,14
2019,M9M,August,Assault,14
2019,M9M,December,Assault,20
2019,M9M,February,Assault,14
2019,M9M,January,Assault,13
2019,M9M,July,Assault,16
2019,M9M,June,Assault,19
2019,M9M,March,Assault,10
2019,M9M,May,Assault,19
2019,M9M,November,Assault,24
2019,M9M,October,Assault,9
2019,M9M,September,Assault,16
2019,M9M,April,Auto Theft,11
2019,M9M,August,Auto Theft,13
2019,M9M,December,Auto Theft,6
2019,M9M,February,Auto Theft,8
2019,M9M,January,Auto Theft,9
2019,M9M,July,Auto Theft,11
2019,M9M,June,Auto Theft,13
2019,M9M,March,Auto Theft,11
2019,M9M,May,Auto Theft,9
2019,M9M,November,Auto Theft,7
2019,M9M,October,Auto Theft,14
2019,M9M,September,Auto Theft,7
2019,M9M,April,Break and Enter,6
2019,M9M,August,Break and Enter,5
2019,M9M,December,Break and Enter,5
2019,M9M,January,Break and Enter,2
2019,M9M,July,Break and Enter,3
2019,M9M,June,Break and Enter,3
2019,M9M,March,Break and Enter,3
2019,M9M,May,Break and Enter,12
2019,M9M,November,Break and Enter,11
2019,M9M,October,Break and Enter,16
2019,M9M,September,Break and Enter,15
2019,M9M,April,Robbery,4
2019,M9M,August,Robbery,4
2019,M9M,December,Robbery,1
2019,M9M,January,Robbery,6
2019,M9M,July,Robbery,2
2019,M9M,June,Robbery,1
2019,M9M,March,Robbery,1
2019,M9M,May,Robbery,2
2019,M9M,November,Robbery,4
2019,M9M,October,Robbery,5
2019,M9M,September,Robbery,2
2019,M9M,April,Theft Over,2
2019,M9M,August,Theft Over,1
2019,M9M,January,Theft Over,2
2019,M9M,June,Theft Over,2
2019,M9M,March,Theft Over,2
2019,M9M,May,Theft Over,1
2019,M9M,September,Theft Over,3
2017,M9N,April,Assault,16
2017,M9N,August,Assault,21
2017,M9N,December,Assault,23
2017,M9N,February,Assault,11
2017,M9N,January,Assault,16
2017,M9N,July,Assault,23
2017,M9N,June,Assault,20
2017,M9N,March,Assault,23
2017,M9N,May,Assault,20
2017,M9N,November,Assault,19
2017,M9N,October,Assault,21
2017,M9N,September,Assault,26
2017,M9N,April,Auto Theft,5
2017,M9N,August,Auto Theft,3
2017,M9N,December,Auto Theft,10
2017,M9N,February,Auto Theft,4
2017,M9N,January,Auto Theft,7
2017,M9N,July,Auto Theft,8
2017,M9N,June,Auto Theft,3
2017,M9N,March,Auto Theft,9
2017,M9N,May,Auto Theft,6
2017,M9N,November,Auto Theft,2
2017,M9N,October,Auto Theft,8
2017,M9N,September,Auto Theft,12
2017,M9N,April,Break and Enter,8
2017,M9N,August,Break and Enter,14
2017,M9N,December,Break and Enter,6
2017,M9N,February,Break and Enter,2
2017,M9N,January,Break and Enter,6
2017,M9N,July,Break and Enter,6
2017,M9N,June,Break and Enter,8
2017,M9N,March,Break and Enter,6
2017,M9N,May,Break and Enter,11
2017,M9N,November,Break and Enter,13
2017,M9N,October,Break and Enter,6
2017,M9N,September,Break and Enter,6
2017,M9N,April,Robbery,5
2017,M9N,August,Robbery,1
2017,M9N,December,Robbery,2
2017,M9N,February,Robbery,5
2017,M9N,January,Robbery,2
2017,M9N,July,Robbery,7
2017,M9N,June,Robbery,7
2017,M9N,March,Robbery,1
2017,M9N,May,Robbery,5
2017,M9N,November,Robbery,15
2017,M9N,October,Robbery,2
2017,M9N,September,Robbery,8
2017,M9N,April,Theft Over,1
2017,M9N,December,Theft Over,1
2017,M9N,January,Theft Over,1
2017,M9N,July,Theft Over,1
2017,M9N,June,Theft Over,2
2017,M9N,October,Theft Over,1
2017,M9N,September,Theft Over,1
2018,M9N,April,Assault,19
2018,M9N,August,Assault,19
2018,M9N,December,Assault,16
2018,M9N,February,Assault,18
2018,M9N,January,Assault,16
2018,M9N,July,Assault,24
2018,M9N,June,Assault,19
2018,M9N,March,Assault,16
2018,M9N,May,Assault,23
2018,M9N,November,Assault,17
2018,M9N,October,Assault,19
2018,M9N,September,Assault,21
2018,M9N,April,Auto Theft,12
2018,M9N,August,Auto Theft,6
2018,M9N,December,Auto Theft,10
2018,M9N,February,Auto Theft,3
2018,M9N,January,Auto Theft,9
2018,M9N,July,Auto Theft,6
2018,M9N,June,Auto Theft,9
2018,M9N,March,Auto Theft,10
2018,M9N,May,Auto Theft,11
2018,M9N,November,Auto Theft,6
2018,M9N,October,Auto Theft,5
2018,M9N,September,Auto Theft,5
2018,M9N,April,Break and Enter,3
2018,M9N,August,Break and Enter,6
2018,M9N,December,Break and Enter,3
2018,M9N,February,Break and Enter,3
2018,M9N,January,Break and Enter,6
2018,M9N,July,Break and Enter,3
2018,M9N,June,Break and Enter,5
2018,M9N,March,Break and Enter,1
2018,M9N,May,Break and Enter,6
2018,M9N,November,Break and Enter,2
2018,M9N,October,Break and Enter,8
2018,M9N,September,Break and Enter,10
2018,M9N,April,Robbery,2
2018,M9N,August,Robbery,4
2018,M9N,December,Robbery,7
2018,M9N,February,Robbery,3
2018,M9N,January,Robbery,3
2018,M9N,July,Robbery,5
2018,M9N,June,Robbery,12
2018,M9N,March,Robbery,10
2018,M9N,May,Robbery,1
2018,M9N,November,Robbery,2
2018,M9N,October,Robbery,2
2018,M9N,September,Robbery,5
2018,M9N,April,Theft Over,1
2018,M9N,December,Theft Over,2
2018,M9N,February,Theft Over,1
2018,M9N,July,Theft Over,1
2018,M9N,June,Theft Over,2
2018,M9N,March,Theft Over,1
2018,M9N,May,Theft Over,1
2018,M9N,September,Theft Over,2
2019,M9N,April,Assault,14
2019,M9N,August,Assault,15
2019,M9N,December,Assault,15
2019,M9N,February,Assault,16
2019,M9N,January,Assault,21
2019,M9N,July,Assault,16
2019,M9N,June,Assault,34
2019,M9N,March,Assault,19
2019,M9N,May,Assault,13
2019,M9N,November,Assault,29
2019,M9N,October,Assault,34
2019,M9N,September,Assault,23
2019,M9N,April,Auto Theft,11
2019,M9N,August,Auto Theft,1
2019,M9N,December,Auto Theft,7
2019,M9N,February,Auto Theft,5
2019,M9N,January,Auto Theft,5
2019,M9N,July,Auto Theft,13
2019,M9N,June,Auto Theft,4
2019,M9N,March,Auto Theft,7
2019,M9N,May,Auto Theft,10
2019,M9N,November,Auto Theft,11
2019,M9N,October,Auto Theft,8
2019,M9N,September,Auto Theft,5
2019,M9N,April,Break and Enter,17
2019,M9N,August,Break and Enter,7
2019,M9N,December,Break and Enter,3
2019,M9N,February,Break and Enter,3
2019,M9N,January,Break and Enter,8
2019,M9N,July,Break and Enter,8
2019,M9N,June,Break and Enter,8
2019,M9N,March,Break and Enter,5
2019,M9N,May,Break and Enter,6
2019,M9N,November,Break and Enter,5
2019,M9N,October,Break and Enter,5
2019,M9N,September,Break and Enter,5
2019,M9N,August,Robbery,2
2019,M9N,December,Robbery,2
2019,M9N,February,Robbery,3
2019,M9N,January,Robbery,2
2019,M9N,July,Robbery,8
2019,M9N,June,Robbery,6
2019,M9N,March,Robbery,1
2019,M9N,May,Robbery,1
2019,M9N,November,Robbery,2
2019,M9N,October,Robbery,2
2019,M9N,September,Robbery,4
2019,M9N,April,Theft Over,1
2019,M9N,December,Theft Over,3
2019,M9N,July,Theft Over,1
2019,M9N,June,Theft Over,1
2019,M9N,March,Theft Over,1
2019,M9N,May,Theft Over,1
2019,M9N,November,Theft Over,1
2017,M9P,April,Assault,3
2017,M9P,August,Assault,6
2017,M9P,December,Assault,6
2017,M9P,February,Assault,5
2017,M9P,July,Assault,3
2017,M9P,June,Assault,5
2017,M9P,March,Assault,9
2017,M9P,May,Assault,9
2017,M9P,November,Assault,9
2017,M9P,October,Assault,9
2017,M9P,September,Assault,8
2017,M9P,April,Auto Theft,1
2017,M9P,August,Auto Theft,6
2017,M9P,December,Auto Theft,8
2017,M9P,January,Auto Theft,1
2017,M9P,July,Auto Theft,4
2017,M9P,June,Auto Theft,4
2017,M9P,March,Auto Theft,1
2017,M9P,May,Auto Theft,2
2017,M9P,November,Auto Theft,5
2017,M9P,October,Auto Theft,8
2017,M9P,September,Auto Theft,3
2017,M9P,April,Break and Enter,6
2017,M9P,August,Break and Enter,6
2017,M9P,December,Break and Enter,8
2017,M9P,February,Break and Enter,2
2017,M9P,January,Break and Enter,5
2017,M9P,July,Break and Enter,11
2017,M9P,June,Break and Enter,5
2017,M9P,March,Break and Enter,3
2017,M9P,May,Break and Enter,1
2017,M9P,November,Break and Enter,3
2017,M9P,October,Break and Enter,9
2017,M9P,September,Break and Enter,3
2017,M9P,January,Robbery,1
2017,M9P,June,Robbery,1
2017,M9P,March,Robbery,2
2017,M9P,November,Robbery,1
2017,M9P,October,Robbery,2
2017,M9P,September,Robbery,2
2017,M9P,April,Theft Over,1
2017,M9P,August,Theft Over,1
2017,M9P,December,Theft Over,1
2017,M9P,January,Theft Over,1
2017,M9P,March,Theft Over,1
2017,M9P,May,Theft Over,3
2017,M9P,November,Theft Over,2
2017,M9P,October,Theft Over,1
2017,M9P,September,Theft Over,1
2018,M9P,April,Assault,3
2018,M9P,August,Assault,6
2018,M9P,December,Assault,7
2018,M9P,February,Assault,3
2018,M9P,January,Assault,3
2018,M9P,July,Assault,5
2018,M9P,June,Assault,9
2018,M9P,March,Assault,7
2018,M9P,May,Assault,8
2018,M9P,November,Assault,7
2018,M9P,October,Assault,7
2018,M9P,September,Assault,4
2018,M9P,April,Auto Theft,5
2018,M9P,August,Auto Theft,3
2018,M9P,December,Auto Theft,4
2018,M9P,February,Auto Theft,4
2018,M9P,January,Auto Theft,1
2018,M9P,July,Auto Theft,3
2018,M9P,June,Auto Theft,8
2018,M9P,March,Auto Theft,3
2018,M9P,May,Auto Theft,2
2018,M9P,November,Auto Theft,7
2018,M9P,October,Auto Theft,6
2018,M9P,September,Auto Theft,3
2018,M9P,April,Break and Enter,4
2018,M9P,August,Break and Enter,9
2018,M9P,December,Break and Enter,6
2018,M9P,February,Break and Enter,6
2018,M9P,January,Break and Enter,3
2018,M9P,July,Break and Enter,3
2018,M9P,June,Break and Enter,6
2018,M9P,March,Break and Enter,2
2018,M9P,May,Break and Enter,3
2018,M9P,November,Break and Enter,7
2018,M9P,October,Break and Enter,8
2018,M9P,September,Break and Enter,4
2018,M9P,August,Robbery,3
2018,M9P,February,Robbery,3
2018,M9P,January,Robbery,1
2018,M9P,July,Robbery,4
2018,M9P,June,Robbery,2
2018,M9P,March,Robbery,3
2018,M9P,May,Robbery,1
2018,M9P,November,Robbery,1
2018,M9P,October,Robbery,1
2018,M9P,September,Robbery,2
2018,M9P,August,Theft Over,1
2018,M9P,February,Theft Over,1
2018,M9P,January,Theft Over,1
2019,M9P,April,Assault,10
2019,M9P,August,Assault,10
2019,M9P,December,Assault,6
2019,M9P,February,Assault,4
2019,M9P,January,Assault,4
2019,M9P,July,Assault,8
2019,M9P,June,Assault,10
2019,M9P,March,Assault,6
2019,M9P,May,Assault,8
2019,M9P,November,Assault,4
2019,M9P,October,Assault,3
2019,M9P,September,Assault,5
2019,M9P,April,Auto Theft,1
2019,M9P,August,Auto Theft,3
2019,M9P,December,Auto Theft,4
2019,M9P,February,Auto Theft,3
2019,M9P,January,Auto Theft,8
2019,M9P,July,Auto Theft,8
2019,M9P,March,Auto Theft,4
2019,M9P,November,Auto Theft,6
2019,M9P,October,Auto Theft,8
2019,M9P,September,Auto Theft,3
2019,M9P,April,Break and Enter,2
2019,M9P,August,Break and Enter,5
2019,M9P,December,Break and Enter,1
2019,M9P,February,Break and Enter,3
2019,M9P,January,Break and Enter,9
2019,M9P,July,Break and Enter,4
2019,M9P,June,Break and Enter,2
2019,M9P,March,Break and Enter,6
2019,M9P,May,Break and Enter,2
2019,M9P,November,Break and Enter,3
2019,M9P,October,Break and Enter,6
2019,M9P,September,Break and Enter,1
2019,M9P,April,Robbery,2
2019,M9P,December,Robbery,1
2019,M9P,June,Robbery,1
2019,M9P,March,Robbery,2
2019,M9P,May,Robbery,2
2019,M9P,November,Robbery,2
2019,M9P,October,Robbery,1
2019,M9P,September,Robbery,4
2019,M9P,April,Theft Over,1
2019,M9P,August,Theft Over,2
2019,M9P,February,Theft Over,1
2019,M9P,January,Theft Over,1
2019,M9P,July,Theft Over,1
2019,M9P,November,Theft Over,1
2019,M9P,October,Theft Over,1
2017,M9R,April,Assault,18
2017,M9R,August,Assault,17
2017,M9R,December,Assault,14
2017,M9R,February,Assault,21
2017,M9R,January,Assault,13
2017,M9R,July,Assault,13
2017,M9R,June,Assault,11
2017,M9R,March,Assault,20
2017,M9R,May,Assault,17
2017,M9R,November,Assault,20
2017,M9R,October,Assault,11
2017,M9R,September,Assault,20
2017,M9R,April,Auto Theft,6
2017,M9R,August,Auto Theft,4
2017,M9R,December,Auto Theft,7
2017,M9R,February,Auto Theft,3
2017,M9R,January,Auto Theft,2
2017,M9R,July,Auto Theft,9
2017,M9R,June,Auto Theft,6
2017,M9R,March,Auto Theft,5
2017,M9R,May,Auto Theft,8
2017,M9R,November,Auto Theft,5
2017,M9R,October,Auto Theft,9
2017,M9R,September,Auto Theft,4
2017,M9R,April,Break and Enter,3
2017,M9R,August,Break and Enter,7
2017,M9R,December,Break and Enter,2
2017,M9R,February,Break and Enter,4
2017,M9R,January,Break and Enter,5
2017,M9R,July,Break and Enter,3
2017,M9R,June,Break and Enter,3
2017,M9R,March,Break and Enter,3
2017,M9R,May,Break and Enter,6
2017,M9R,November,Break and Enter,9
2017,M9R,October,Break and Enter,5
2017,M9R,September,Break and Enter,4
2017,M9R,April,Robbery,2
2017,M9R,August,Robbery,1
2017,M9R,December,Robbery,1
2017,M9R,February,Robbery,1
2017,M9R,January,Robbery,1
2017,M9R,July,Robbery,8
2017,M9R,June,Robbery,4
2017,M9R,March,Robbery,2
2017,M9R,May,Robbery,6
2017,M9R,November,Robbery,5
2017,M9R,September,Robbery,5
2017,M9R,August,Theft Over,1
2017,M9R,January,Theft Over,2
2017,M9R,June,Theft Over,2
2018,M9R,April,Assault,18
2018,M9R,August,Assault,19
2018,M9R,December,Assault,8
2018,M9R,February,Assault,9
2018,M9R,January,Assault,18
2018,M9R,July,Assault,16
2018,M9R,June,Assault,11
2018,M9R,March,Assault,16
2018,M9R,May,Assault,17
2018,M9R,November,Assault,8
2018,M9R,October,Assault,17
2018,M9R,September,Assault,9
2018,M9R,April,Auto Theft,9
2018,M9R,August,Auto Theft,6
2018,M9R,December,Auto Theft,9
2018,M9R,February,Auto Theft,5
2018,M9R,January,Auto Theft,1
2018,M9R,July,Auto Theft,7
2018,M9R,June,Auto Theft,4
2018,M9R,March,Auto Theft,6
2018,M9R,May,Auto Theft,5
2018,M9R,November,Auto Theft,14
2018,M9R,October,Auto Theft,7
2018,M9R,September,Auto Theft,11
2018,M9R,April,Break and Enter,4
2018,M9R,August,Break and Enter,14
2018,M9R,December,Break and Enter,7
2018,M9R,February,Break and Enter,9
2018,M9R,January,Break and Enter,2
2018,M9R,July,Break and Enter,4
2018,M9R,June,Break and Enter,4
2018,M9R,March,Break and Enter,5
2018,M9R,May,Break and Enter,3
2018,M9R,November,Break and Enter,7
2018,M9R,October,Break and Enter,8
2018,M9R,September,Break and Enter,12
2018,M9R,April,Robbery,1
2018,M9R,August,Robbery,3
2018,M9R,December,Robbery,1
2018,M9R,February,Robbery,2
2018,M9R,January,Robbery,2
2018,M9R,July,Robbery,3
2018,M9R,March,Robbery,4
2018,M9R,May,Robbery,2
2018,M9R,October,Robbery,5
2018,M9R,September,Robbery,5
2018,M9R,April,Theft Over,1
2018,M9R,February,Theft Over,2
2018,M9R,July,Theft Over,3
2018,M9R,May,Theft Over,1
2018,M9R,October,Theft Over,1
2019,M9R,April,Assault,9
2019,M9R,August,Assault,15
2019,M9R,December,Assault,9
2019,M9R,February,Assault,11
2019,M9R,January,Assault,15
2019,M9R,July,Assault,19
2019,M9R,June,Assault,25
2019,M9R,March,Assault,13
2019,M9R,May,Assault,13
2019,M9R,November,Assault,9
2019,M9R,October,Assault,16
2019,M9R,September,Assault,21
2019,M9R,April,Auto Theft,5
2019,M9R,August,Auto Theft,5
2019,M9R,December,Auto Theft,8
2019,M9R,February,Auto Theft,6
2019,M9R,January,Auto Theft,4
2019,M9R,July,Auto Theft,1
2019,M9R,June,Auto Theft,1
2019,M9R,March,Auto Theft,8
2019,M9R,May,Auto Theft,7
2019,M9R,November,Auto Theft,6
2019,M9R,October,Auto Theft,9
2019,M9R,September,Auto Theft,5
2019,M9R,April,Break and Enter,3
2019,M9R,August,Break and Enter,4
2019,M9R,December,Break and Enter,8
2019,M9R,February,Break and Enter,2
2019,M9R,January,Break and Enter,4
2019,M9R,July,Break and Enter,4
2019,M9R,June,Break and Enter,4
2019,M9R,March,Break and Enter,1
2019,M9R,May,Break and Enter,7
2019,M9R,November,Break and Enter,8
2019,M9R,October,Break and Enter,3
2019,M9R,September,Break and Enter,3
2019,M9R,April,Robbery,7
2019,M9R,August,Robbery,2
2019,M9R,December,Robbery,4
2019,M9R,February,Robbery,6
2019,M9R,January,Robbery,2
2019,M9R,July,Robbery,4
2019,M9R,June,Robbery,4
2019,M9R,March,Robbery,2
2019,M9R,May,Robbery,1
2019,M9R,November,Robbery,3
2019,M9R,October,Robbery,6
2019,M9R,September,Robbery,1
2019,M9R,August,Theft Over,1
2019,M9R,June,Theft Over,1
2019,M9R,March,Theft Over,1
2019,M9R,November,Theft Over,1
2017,M9V,April,Assault,54
2017,M9V,August,Assault,43
2017,M9V,December,Assault,26
2017,M9V,February,Assault,21
2017,M9V,January,Assault,36
2017,M9V,July,Assault,34
2017,M9V,June,Assault,36
2017,M9V,March,Assault,20
2017,M9V,May,Assault,53
2017,M9V,November,Assault,30
2017,M9V,October,Assault,46
2017,M9V,September,Assault,32
2017,M9V,April,Auto Theft,7
2017,M9V,August,Auto Theft,13
2017,M9V,December,Auto Theft,17
2017,M9V,February,Auto Theft,6
2017,M9V,January,Auto Theft,8
2017,M9V,July,Auto Theft,6
2017,M9V,June,Auto Theft,6
2017,M9V,March,Auto Theft,26
2017,M9V,May,Auto Theft,8
2017,M9V,November,Auto Theft,5
2017,M9V,October,Auto Theft,8
2017,M9V,September,Auto Theft,12
2017,M9V,April,Break and Enter,8
2017,M9V,August,Break and Enter,3
2017,M9V,December,Break and Enter,3
2017,M9V,February,Break and Enter,6
2017,M9V,January,Break and Enter,7
2017,M9V,July,Break and Enter,13
2017,M9V,June,Break and Enter,5
2017,M9V,March,Break and Enter,5
2017,M9V,May,Break and Enter,10
2017,M9V,November,Break and Enter,5
2017,M9V,October,Break and Enter,11
2017,M9V,September,Break and Enter,8
2017,M9V,April,Robbery,17
2017,M9V,August,Robbery,11
2017,M9V,December,Robbery,8
2017,M9V,February,Robbery,6
2017,M9V,January,Robbery,11
