reportedyear,FSA,reportedmonth,MCI,Count of MCI
2018,M8Y,November,Auto Theft,2
2018,M8Y,October,Auto Theft,2
2018,M8Y,April,Break and Enter,3
2018,M8Y,August,Break and Enter,4
2018,M8Y,February,Break and Enter,3
2018,M8Y,January,Break and Enter,3
2018,M8Y,July,Break and Enter,1
2018,M8Y,June,Break and Enter,1
2018,M8Y,March,Break and Enter,5
2018,M8Y,May,Break and Enter,2
2018,M8Y,November,Break and Enter,1
2018,M8Y,October,Break and Enter,6
2018,M8Y,September,Break and Enter,2
2018,M8Y,February,Robbery,2
2018,M8Y,January,Robbery,3
2018,M8Y,July,Robbery,2
2018,M8Y,June,Robbery,4
2018,M8Y,November,Robbery,1
2018,M8Y,October,Robbery,1
2018,M8Y,September,Robbery,6
2018,M8Y,May,Theft Over,1
2018,M8Y,October,Theft Over,1
2018,M8Y,September,Theft Over,1
2019,M8Y,April,Assault,2
2019,M8Y,August,Assault,6
2019,M8Y,December,Assault,2
2019,M8Y,February,Assault,9
2019,M8Y,January,Assault,5
2019,M8Y,July,Assault,7
2019,M8Y,June,Assault,4
2019,M8Y,March,Assault,4
2019,M8Y,May,Assault,11
2019,M8Y,November,Assault,4
2019,M8Y,October,Assault,12
2019,M8Y,September,Assault,7
2019,M8Y,April,Auto Theft,1
2019,M8Y,August,Auto Theft,2
2019,M8Y,December,Auto Theft,3
2019,M8Y,February,Auto Theft,4
2019,M8Y,January,Auto Theft,2
2019,M8Y,July,Auto Theft,3
2019,M8Y,June,Auto Theft,6
2019,M8Y,March,Auto Theft,3
2019,M8Y,May,Auto Theft,3
2019,M8Y,November,Auto Theft,4
2019,M8Y,October,Auto Theft,2
2019,M8Y,April,Break and Enter,1
2019,M8Y,August,Break and Enter,6
2019,M8Y,December,Break and Enter,1
2019,M8Y,February,Break and Enter,1
2019,M8Y,January,Break and Enter,2
2019,M8Y,July,Break and Enter,6
2019,M8Y,June,Break and Enter,2
2019,M8Y,March,Break and Enter,6
2019,M8Y,May,Break and Enter,2
2019,M8Y,November,Break and Enter,9
2019,M8Y,October,Break and Enter,2
2019,M8Y,September,Break and Enter,8
2019,M8Y,February,Robbery,3
2019,M8Y,January,Robbery,1
2019,M8Y,June,Robbery,2
2019,M8Y,May,Robbery,4
2019,M8Y,November,Robbery,4
2019,M8Y,September,Robbery,2
2019,M8Y,April,Theft Over,1
2019,M8Y,February,Theft Over,1
2019,M8Y,January,Theft Over,1
2019,M8Y,July,Theft Over,1
2017,M8Z,April,Assault,7
2017,M8Z,August,Assault,4
2017,M8Z,December,Assault,8
2017,M8Z,February,Assault,4
2017,M8Z,January,Assault,13
2017,M8Z,July,Assault,7
2017,M8Z,June,Assault,4
2017,M8Z,March,Assault,4
2017,M8Z,May,Assault,15
2017,M8Z,November,Assault,8
2017,M8Z,October,Assault,7
2017,M8Z,September,Assault,7
2017,M8Z,April,Auto Theft,3
2017,M8Z,August,Auto Theft,4
2017,M8Z,December,Auto Theft,3
2017,M8Z,February,Auto Theft,2
2017,M8Z,January,Auto Theft,2
2017,M8Z,July,Auto Theft,7
2017,M8Z,June,Auto Theft,3
2017,M8Z,May,Auto Theft,6
2017,M8Z,November,Auto Theft,4
2017,M8Z,October,Auto Theft,6
2017,M8Z,September,Auto Theft,5
2017,M8Z,April,Break and Enter,4
2017,M8Z,August,Break and Enter,4
2017,M8Z,December,Break and Enter,3
2017,M8Z,February,Break and Enter,7
2017,M8Z,January,Break and Enter,5
2017,M8Z,July,Break and Enter,2
2017,M8Z,June,Break and Enter,5
2017,M8Z,March,Break and Enter,4
2017,M8Z,May,Break and Enter,4
2017,M8Z,November,Break and Enter,5
2017,M8Z,October,Break and Enter,9
2017,M8Z,September,Break and Enter,9
2017,M8Z,April,Robbery,3
2017,M8Z,August,Robbery,8
2017,M8Z,December,Robbery,1
2017,M8Z,January,Robbery,1
2017,M8Z,July,Robbery,3
2017,M8Z,May,Robbery,5
2017,M8Z,November,Robbery,1
2017,M8Z,October,Robbery,2
2017,M8Z,September,Robbery,3
2017,M8Z,December,Theft Over,2
2017,M8Z,February,Theft Over,1
2017,M8Z,July,Theft Over,1
2017,M8Z,March,Theft Over,1
2017,M8Z,May,Theft Over,2
2017,M8Z,October,Theft Over,2
2017,M8Z,September,Theft Over,2
2018,M8Z,April,Assault,24
2018,M8Z,August,Assault,32
2018,M8Z,December,Assault,37
2018,M8Z,February,Assault,17
2018,M8Z,January,Assault,42
2018,M8Z,July,Assault,32
2018,M8Z,June,Assault,26
2018,M8Z,March,Assault,29
2018,M8Z,May,Assault,28
2018,M8Z,November,Assault,65
2018,M8Z,October,Assault,44
2018,M8Z,September,Assault,33
2018,M8Z,April,Auto Theft,5
2018,M8Z,August,Auto Theft,6
2018,M8Z,December,Auto Theft,7
2018,M8Z,February,Auto Theft,8
2018,M8Z,January,Auto Theft,7
2018,M8Z,July,Auto Theft,5
2018,M8Z,June,Auto Theft,6
2018,M8Z,March,Auto Theft,3
2018,M8Z,May,Auto Theft,9
2018,M8Z,November,Auto Theft,9
2018,M8Z,October,Auto Theft,21
2018,M8Z,September,Auto Theft,6
2018,M8Z,April,Break and Enter,3
2018,M8Z,August,Break and Enter,8
2018,M8Z,December,Break and Enter,7
2018,M8Z,February,Break and Enter,6
2018,M8Z,January,Break and Enter,6
2018,M8Z,July,Break and Enter,4
2018,M8Z,June,Break and Enter,9
2018,M8Z,March,Break and Enter,5
2018,M8Z,May,Break and Enter,3
2018,M8Z,November,Break and Enter,3
2018,M8Z,October,Break and Enter,5
2018,M8Z,September,Break and Enter,5
2018,M8Z,April,Robbery,3
2018,M8Z,August,Robbery,4
2018,M8Z,December,Robbery,2
2018,M8Z,February,Robbery,2
2018,M8Z,June,Robbery,1
2018,M8Z,March,Robbery,7
2018,M8Z,April,Theft Over,5
2018,M8Z,August,Theft Over,2
2018,M8Z,December,Theft Over,1
2018,M8Z,February,Theft Over,2
2018,M8Z,July,Theft Over,4
2018,M8Z,March,Theft Over,2
2018,M8Z,May,Theft Over,4
2018,M8Z,November,Theft Over,2
2018,M8Z,October,Theft Over,2
2018,M8Z,September,Theft Over,4
2019,M8Z,April,Assault,17
2019,M8Z,August,Assault,25
2019,M8Z,December,Assault,17
2019,M8Z,February,Assault,15
2019,M8Z,January,Assault,20
2019,M8Z,July,Assault,33
2019,M8Z,June,Assault,17
2019,M8Z,March,Assault,18
2019,M8Z,May,Assault,19
2019,M8Z,November,Assault,14
2019,M8Z,October,Assault,25
2019,M8Z,September,Assault,24
2019,M8Z,April,Auto Theft,8
2019,M8Z,August,Auto Theft,5
2019,M8Z,December,Auto Theft,7
2019,M8Z,February,Auto Theft,9
2019,M8Z,January,Auto Theft,4
2019,M8Z,July,Auto Theft,7
2019,M8Z,June,Auto Theft,5
2019,M8Z,March,Auto Theft,12
2019,M8Z,May,Auto Theft,10
2019,M8Z,November,Auto Theft,7
2019,M8Z,October,Auto Theft,7
2019,M8Z,September,Auto Theft,12
2019,M8Z,April,Break and Enter,4
2019,M8Z,August,Break and Enter,6
2019,M8Z,December,Break and Enter,2
2019,M8Z,February,Break and Enter,4
2019,M8Z,January,Break and Enter,5
2019,M8Z,July,Break and Enter,4
2019,M8Z,June,Break and Enter,3
2019,M8Z,May,Break and Enter,9
2019,M8Z,November,Break and Enter,10
2019,M8Z,October,Break and Enter,12
2019,M8Z,September,Break and Enter,7
2019,M8Z,December,Robbery,1
2019,M8Z,February,Robbery,2
2019,M8Z,July,Robbery,3
2019,M8Z,June,Robbery,2
2019,M8Z,March,Robbery,1
2019,M8Z,May,Robbery,1
2019,M8Z,November,Robbery,1
2019,M8Z,October,Robbery,1
2019,M8Z,September,Robbery,2
2019,M8Z,April,Theft Over,1
2019,M8Z,August,Theft Over,4
2019,M8Z,December,Theft Over,1
2019,M8Z,February,Theft Over,1
2019,M8Z,January,Theft Over,2
2019,M8Z,July,Theft Over,2
2019,M8Z,June,Theft Over,2
2019,M8Z,May,Theft Over,3
2019,M8Z,October,Theft Over,2
2017,M9A,April,Assault,21
2017,M9A,August,Assault,9
2017,M9A,December,Assault,6
2017,M9A,February,Assault,9
2017,M9A,January,Assault,7
2017,M9A,July,Assault,10
2017,M9A,June,Assault,16
2017,M9A,March,Assault,5
2017,M9A,May,Assault,4
2017,M9A,November,Assault,9
2017,M9A,October,Assault,5
2017,M9A,September,Assault,5
2017,M9A,April,Auto Theft,2
2017,M9A,December,Auto Theft,6
2017,M9A,January,Auto Theft,3
2017,M9A,July,Auto Theft,1
2017,M9A,June,Auto Theft,6
2017,M9A,March,Auto Theft,3
2017,M9A,May,Auto Theft,1
2017,M9A,November,Auto Theft,2
2017,M9A,October,Auto Theft,4
2017,M9A,September,Auto Theft,3
2017,M9A,April,Break and Enter,9
2017,M9A,August,Break and Enter,1
2017,M9A,December,Break and Enter,11
2017,M9A,February,Break and Enter,5
2017,M9A,January,Break and Enter,9
2017,M9A,July,Break and Enter,5
2017,M9A,June,Break and Enter,7
2017,M9A,March,Break and Enter,10
2017,M9A,May,Break and Enter,4
2017,M9A,November,Break and Enter,8
2017,M9A,October,Break and Enter,6
2017,M9A,September,Break and Enter,6
2017,M9A,August,Robbery,3
2017,M9A,January,Robbery,2
2017,M9A,July,Robbery,2
2017,M9A,June,Robbery,2
2017,M9A,March,Robbery,3
2017,M9A,May,Robbery,1
2017,M9A,November,Robbery,1
2017,M9A,October,Robbery,3
2017,M9A,September,Robbery,1
2017,M9A,April,Theft Over,1
2017,M9A,August,Theft Over,2
2017,M9A,December,Theft Over,1
2017,M9A,January,Theft Over,1
2017,M9A,July,Theft Over,1
2017,M9A,June,Theft Over,3
2017,M9A,May,Theft Over,1
2017,M9A,October,Theft Over,1
2017,M9A,September,Theft Over,1
2018,M9A,April,Assault,4
2018,M9A,August,Assault,7
2018,M9A,December,Assault,2
2018,M9A,February,Assault,9
2018,M9A,January,Assault,12
2018,M9A,July,Assault,9
2018,M9A,June,Assault,4
2018,M9A,March,Assault,10
2018,M9A,May,Assault,4
2018,M9A,November,Assault,9
2018,M9A,October,Assault,8
2018,M9A,September,Assault,9
2018,M9A,April,Auto Theft,3
2018,M9A,August,Auto Theft,1
2018,M9A,December,Auto Theft,1
2018,M9A,February,Auto Theft,3
2018,M9A,January,Auto Theft,6
2018,M9A,July,Auto Theft,5
2018,M9A,June,Auto Theft,6
2018,M9A,March,Auto Theft,2
2018,M9A,May,Auto Theft,1
2018,M9A,November,Auto Theft,2
2018,M9A,October,Auto Theft,3
2018,M9A,September,Auto Theft,7
2018,M9A,April,Break and Enter,2
2018,M9A,August,Break and Enter,5
2018,M9A,December,Break and Enter,13
2018,M9A,February,Break and Enter,3
2018,M9A,January,Break and Enter,9
2018,M9A,July,Break and Enter,2
2018,M9A,June,Break and Enter,5
2018,M9A,March,Break and Enter,9
2018,M9A,May,Break and Enter,6
2018,M9A,November,Break and Enter,13
2018,M9A,October,Break and Enter,10
2018,M9A,September,Break and Enter,4
2018,M9A,April,Robbery,1
2018,M9A,August,Robbery,3
2018,M9A,December,Robbery,1
2018,M9A,February,Robbery,1
2018,M9A,July,Robbery,8
2018,M9A,March,Robbery,1
2018,M9A,May,Robbery,1
2018,M9A,November,Robbery,1
2018,M9A,October,Robbery,1
2018,M9A,April,Theft Over,3
2018,M9A,August,Theft Over,2
2018,M9A,December,Theft Over,1
2018,M9A,February,Theft Over,2
2018,M9A,January,Theft Over,2
2018,M9A,July,Theft Over,3
2018,M9A,June,Theft Over,1
2018,M9A,November,Theft Over,1
2018,M9A,September,Theft Over,2
2019,M9A,April,Assault,14
2019,M9A,August,Assault,8
2019,M9A,December,Assault,5
2019,M9A,February,Assault,4
2019,M9A,January,Assault,12
2019,M9A,July,Assault,10
2019,M9A,June,Assault,13
2019,M9A,March,Assault,3
2019,M9A,May,Assault,7
2019,M9A,November,Assault,4
2019,M9A,October,Assault,6
2019,M9A,September,Assault,8
2019,M9A,April,Auto Theft,7
2019,M9A,August,Auto Theft,2
2019,M9A,December,Auto Theft,5
2019,M9A,February,Auto Theft,2
2019,M9A,January,Auto Theft,9
2019,M9A,July,Auto Theft,4
2019,M9A,June,Auto Theft,5
2019,M9A,March,Auto Theft,5
2019,M9A,May,Auto Theft,6
2019,M9A,November,Auto Theft,12
2019,M9A,October,Auto Theft,2
2019,M9A,September,Auto Theft,1
2019,M9A,April,Break and Enter,10
2019,M9A,August,Break and Enter,13
2019,M9A,December,Break and Enter,4
2019,M9A,February,Break and Enter,8
2019,M9A,January,Break and Enter,11
2019,M9A,July,Break and Enter,6
2019,M9A,June,Break and Enter,6
2019,M9A,March,Break and Enter,2
2019,M9A,May,Break and Enter,7
2019,M9A,November,Break and Enter,21
2019,M9A,October,Break and Enter,16
2019,M9A,September,Break and Enter,3
2019,M9A,April,Robbery,1
2019,M9A,August,Robbery,1
2019,M9A,December,Robbery,2
2019,M9A,June,Robbery,1
2019,M9A,May,Robbery,2
2019,M9A,November,Robbery,1
2019,M9A,October,Robbery,2
2019,M9A,September,Robbery,1
2019,M9A,August,Theft Over,1
2019,M9A,December,Theft Over,1
2019,M9A,January,Theft Over,2
2019,M9A,July,Theft Over,3
2019,M9A,March,Theft Over,1
2019,M9A,May,Theft Over,1
2019,M9A,October,Theft Over,1
2019,M9A,September,Theft Over,3
2017,M9B,April,Assault,12
2017,M9B,August,Assault,11
2017,M9B,December,Assault,11
2017,M9B,February,Assault,5
2017,M9B,January,Assault,4
2017,M9B,July,Assault,6
2017,M9B,June,Assault,10
2017,M9B,March,Assault,5
2017,M9B,May,Assault,7
2017,M9B,November,Assault,3
2017,M9B,October,Assault,10
2017,M9B,September,Assault,9
2017,M9B,April,Auto Theft,8
2017,M9B,August,Auto Theft,3
2017,M9B,December,Auto Theft,7
2017,M9B,February,Auto Theft,5
2017,M9B,January,Auto Theft,2
2017,M9B,July,Auto Theft,5
2017,M9B,June,Auto Theft,6
2017,M9B,March,Auto Theft,9
2017,M9B,May,Auto Theft,5
2017,M9B,November,Auto Theft,6
2017,M9B,October,Auto Theft,6
2017,M9B,September,Auto Theft,3
2017,M9B,April,Break and Enter,2
2017,M9B,August,Break and Enter,1
2017,M9B,December,Break and Enter,3
2017,M9B,February,Break and Enter,3
2017,M9B,January,Break and Enter,2
2017,M9B,July,Break and Enter,10
2017,M9B,June,Break and Enter,5
2017,M9B,March,Break and Enter,6
2017,M9B,May,Break and Enter,4
2017,M9B,November,Break and Enter,7
2017,M9B,October,Break and Enter,5
2017,M9B,September,Break and Enter,5
2017,M9B,August,Robbery,2
2017,M9B,December,Robbery,9
2017,M9B,February,Robbery,2
2017,M9B,January,Robbery,1
2017,M9B,July,Robbery,4
2017,M9B,June,Robbery,4
2017,M9B,March,Robbery,5
2017,M9B,May,Robbery,2
2017,M9B,November,Robbery,2
2017,M9B,October,Robbery,1
2017,M9B,September,Robbery,6
2017,M9B,April,Theft Over,1
2017,M9B,August,Theft Over,2
2017,M9B,March,Theft Over,1
2017,M9B,May,Theft Over,1
2017,M9B,October,Theft Over,2
2017,M9B,September,Theft Over,2
2018,M9B,April,Assault,8
2018,M9B,August,Assault,13
2018,M9B,December,Assault,13
2018,M9B,February,Assault,7
2018,M9B,January,Assault,17
2018,M9B,July,Assault,15
2018,M9B,June,Assault,6
2018,M9B,March,Assault,6
2018,M9B,May,Assault,8
2018,M9B,November,Assault,12
2018,M9B,October,Assault,12
2018,M9B,September,Assault,16
2018,M9B,April,Auto Theft,4
2018,M9B,August,Auto Theft,13
2018,M9B,December,Auto Theft,7
2018,M9B,February,Auto Theft,11
2018,M9B,January,Auto Theft,4
2018,M9B,July,Auto Theft,11
2018,M9B,June,Auto Theft,4
2018,M9B,March,Auto Theft,4
2018,M9B,May,Auto Theft,7
2018,M9B,November,Auto Theft,4
2018,M9B,October,Auto Theft,10
2018,M9B,September,Auto Theft,4
2018,M9B,April,Break and Enter,2
2018,M9B,August,Break and Enter,9
2018,M9B,December,Break and Enter,3
2018,M9B,February,Break and Enter,5
2018,M9B,January,Break and Enter,7
2018,M9B,July,Break and Enter,4
2018,M9B,June,Break and Enter,4
2018,M9B,March,Break and Enter,4
2018,M9B,May,Break and Enter,7
2018,M9B,November,Break and Enter,3
2018,M9B,October,Break and Enter,3
2018,M9B,September,Break and Enter,6
2018,M9B,April,Robbery,1
2018,M9B,August,Robbery,1
2018,M9B,February,Robbery,1
2018,M9B,January,Robbery,2
2018,M9B,July,Robbery,1
2018,M9B,June,Robbery,4
2018,M9B,March,Robbery,2
2018,M9B,May,Robbery,1
2018,M9B,October,Robbery,1
2018,M9B,September,Robbery,1
2018,M9B,April,Theft Over,3
2018,M9B,August,Theft Over,2
2018,M9B,December,Theft Over,1
2018,M9B,February,Theft Over,1
2018,M9B,March,Theft Over,1
2018,M9B,May,Theft Over,1
2018,M9B,November,Theft Over,1
2019,M9B,April,Assault,4
2019,M9B,August,Assault,5
2019,M9B,December,Assault,15
2019,M9B,February,Assault,9
2019,M9B,January,Assault,7
2019,M9B,July,Assault,12
2019,M9B,June,Assault,13
2019,M9B,March,Assault,7
2019,M9B,May,Assault,13
2019,M9B,November,Assault,11
2019,M9B,October,Assault,12
2019,M9B,September,Assault,8
2019,M9B,April,Auto Theft,7
2019,M9B,August,Auto Theft,16
2019,M9B,December,Auto Theft,8
2019,M9B,February,Auto Theft,4
2019,M9B,January,Auto Theft,5
2019,M9B,July,Auto Theft,13
2019,M9B,June,Auto Theft,2
2019,M9B,March,Auto Theft,7
2019,M9B,May,Auto Theft,3
2019,M9B,November,Auto Theft,9
2019,M9B,October,Auto Theft,8
2019,M9B,September,Auto Theft,10
2019,M9B,April,Break and Enter,4
2019,M9B,August,Break and Enter,10
2019,M9B,December,Break and Enter,11
2019,M9B,February,Break and Enter,5
2019,M9B,January,Break and Enter,7
2019,M9B,July,Break and Enter,4
2019,M9B,June,Break and Enter,1
2019,M9B,March,Break and Enter,2
2019,M9B,May,Break and Enter,3
2019,M9B,November,Break and Enter,11
2019,M9B,October,Break and Enter,10
2019,M9B,September,Break and Enter,5
2019,M9B,April,Robbery,2
2019,M9B,August,Robbery,2
2019,M9B,December,Robbery,2
2019,M9B,February,Robbery,1
2019,M9B,January,Robbery,1
2019,M9B,July,Robbery,5
2019,M9B,June,Robbery,3
2019,M9B,March,Robbery,2
2019,M9B,May,Robbery,3
2019,M9B,November,Robbery,6
2019,M9B,October,Robbery,1
2019,M9B,September,Robbery,2
2019,M9B,April,Theft Over,2
2019,M9B,August,Theft Over,1
2019,M9B,December,Theft Over,1
2019,M9B,February,Theft Over,2
2019,M9B,July,Theft Over,1
2019,M9B,May,Theft Over,1
2019,M9B,November,Theft Over,3
2019,M9B,October,Theft Over,4
2019,M9B,September,Theft Over,2
2017,M9C,April,Assault,8
2017,M9C,August,Assault,11
2017,M9C,December,Assault,15
2017,M9C,February,Assault,8
2017,M9C,January,Assault,9
2017,M9C,July,Assault,7
2017,M9C,June,Assault,9
2017,M9C,March,Assault,13
2017,M9C,May,Assault,16
2017,M9C,November,Assault,12
2017,M9C,October,Assault,13
2017,M9C,September,Assault,6
2017,M9C,April,Auto Theft,1
2017,M9C,August,Auto Theft,2
2017,M9C,December,Auto Theft,3
2017,M9C,February,Auto Theft,4
2017,M9C,January,Auto Theft,4
2017,M9C,July,Auto Theft,4
2017,M9C,June,Auto Theft,10
2017,M9C,March,Auto Theft,1
2017,M9C,May,Auto Theft,3
2017,M9C,November,Auto Theft,2
2017,M9C,October,Auto Theft,3
2017,M9C,September,Auto Theft,3
2017,M9C,April,Break and Enter,1
2017,M9C,August,Break and Enter,1
2017,M9C,December,Break and Enter,3
2017,M9C,February,Break and Enter,2
2017,M9C,January,Break and Enter,4
2017,M9C,July,Break and Enter,2
2017,M9C,June,Break and Enter,5
2017,M9C,March,Break and Enter,2
2017,M9C,May,Break and Enter,2
2017,M9C,November,Break and Enter,3
2017,M9C,October,Break and Enter,5
2017,M9C,September,Break and Enter,2
2017,M9C,April,Robbery,4
2017,M9C,August,Robbery,3
2017,M9C,December,Robbery,3
2017,M9C,February,Robbery,1
2017,M9C,January,Robbery,2
2017,M9C,July,Robbery,2
2017,M9C,June,Robbery,3
2017,M9C,March,Robbery,2
2017,M9C,May,Robbery,1
2017,M9C,November,Robbery,1
2017,M9C,October,Robbery,5
2017,M9C,September,Robbery,2
2017,M9C,August,Theft Over,1
2017,M9C,December,Theft Over,2
2017,M9C,February,Theft Over,2
2017,M9C,July,Theft Over,1
2017,M9C,November,Theft Over,1
2017,M9C,October,Theft Over,1
2017,M9C,September,Theft Over,2
2018,M9C,April,Assault,8
2018,M9C,August,Assault,16
2018,M9C,December,Assault,17
2018,M9C,February,Assault,12
2018,M9C,January,Assault,6
2018,M9C,July,Assault,5
2018,M9C,June,Assault,11
2018,M9C,March,Assault,9
2018,M9C,May,Assault,12
2018,M9C,November,Assault,13
2018,M9C,October,Assault,5
2018,M9C,September,Assault,10
2018,M9C,April,Auto Theft,8
2018,M9C,August,Auto Theft,3
2018,M9C,December,Auto Theft,2
2018,M9C,February,Auto Theft,3
2018,M9C,January,Auto Theft,5
2018,M9C,July,Auto Theft,2
2018,M9C,March,Auto Theft,3
2018,M9C,May,Auto Theft,4
2018,M9C,November,Auto Theft,2
2018,M9C,October,Auto Theft,7
2018,M9C,September,Auto Theft,9
2018,M9C,April,Break and Enter,4
2018,M9C,August,Break and Enter,10
2018,M9C,December,Break and Enter,5
2018,M9C,February,Break and Enter,4
2018,M9C,January,Break and Enter,7
2018,M9C,July,Break and Enter,9
2018,M9C,June,Break and Enter,7
2018,M9C,March,Break and Enter,4
2018,M9C,May,Break and Enter,11
2018,M9C,November,Break and Enter,5
2018,M9C,October,Break and Enter,8
2018,M9C,September,Break and Enter,10
2018,M9C,April,Robbery,2
2018,M9C,August,Robbery,2
2018,M9C,December,Robbery,2
2018,M9C,February,Robbery,3
2018,M9C,January,Robbery,1
2018,M9C,July,Robbery,2
2018,M9C,March,Robbery,7
2018,M9C,May,Robbery,3
2018,M9C,November,Robbery,1
2018,M9C,October,Robbery,1
2018,M9C,September,Robbery,1
2018,M9C,April,Theft Over,4
2018,M9C,August,Theft Over,3
2018,M9C,December,Theft Over,2
2018,M9C,February,Theft Over,1
2018,M9C,January,Theft Over,3
2018,M9C,July,Theft Over,3
2018,M9C,June,Theft Over,3
2018,M9C,March,Theft Over,3
2018,M9C,November,Theft Over,3
2019,M9C,April,Assault,12
2019,M9C,August,Assault,11
2019,M9C,December,Assault,9
2019,M9C,February,Assault,9
2019,M9C,January,Assault,6
2019,M9C,July,Assault,13
2019,M9C,June,Assault,13
2019,M9C,March,Assault,11
2019,M9C,May,Assault,8
2019,M9C,November,Assault,4
2019,M9C,October,Assault,17
2019,M9C,September,Assault,13
2019,M9C,April,Auto Theft,6
2019,M9C,August,Auto Theft,2
2019,M9C,December,Auto Theft,8
2019,M9C,February,Auto Theft,4
2019,M9C,January,Auto Theft,6
2019,M9C,July,Auto Theft,8
2019,M9C,June,Auto Theft,4
2019,M9C,March,Auto Theft,5
2019,M9C,May,Auto Theft,5
2019,M9C,November,Auto Theft,7
2019,M9C,October,Auto Theft,3
2019,M9C,September,Auto Theft,4
2019,M9C,April,Break and Enter,2
2019,M9C,August,Break and Enter,7
2019,M9C,December,Break and Enter,2
2019,M9C,February,Break and Enter,11
2019,M9C,January,Break and Enter,6
2019,M9C,July,Break and Enter,8
2019,M9C,March,Break and Enter,4
2019,M9C,May,Break and Enter,3
2019,M9C,November,Break and Enter,6
2019,M9C,October,Break and Enter,8
2019,M9C,September,Break and Enter,6
2019,M9C,April,Robbery,1
2019,M9C,August,Robbery,4
2019,M9C,December,Robbery,4
2019,M9C,February,Robbery,9
2019,M9C,January,Robbery,3
2019,M9C,June,Robbery,3
2019,M9C,March,Robbery,3
2019,M9C,May,Robbery,4
2019,M9C,November,Robbery,2
2019,M9C,October,Robbery,6
2019,M9C,April,Theft Over,1
2019,M9C,August,Theft Over,3
2019,M9C,December,Theft Over,3
2019,M9C,February,Theft Over,3
2019,M9C,January,Theft Over,1
2019,M9C,July,Theft Over,2
2019,M9C,June,Theft Over,3
2019,M9C,March,Theft Over,1
2019,M9C,October,Theft Over,5
2019,M9C,September,Theft Over,4
2017,M9L,April,Assault,14
2017,M9L,August,Assault,7
2017,M9L,December,Assault,10
2017,M9L,February,Assault,8
2017,M9L,January,Assault,5
2017,M9L,July,Assault,9
2017,M9L,June,Assault,10
2017,M9L,March,Assault,7
2017,M9L,May,Assault,10
2017,M9L,November,Assault,8
2017,M9L,October,Assault,9
2017,M9L,September,Assault,12
2017,M9L,April,Auto Theft,5
2017,M9L,August,Auto Theft,15
2017,M9L,December,Auto Theft,5
2017,M9L,February,Auto Theft,3
2017,M9L,January,Auto Theft,10
2017,M9L,July,Auto Theft,6
2017,M9L,June,Auto Theft,8
2017,M9L,May,Auto Theft,4
2017,M9L,November,Auto Theft,7
2017,M9L,October,Auto Theft,7
2017,M9L,September,Auto Theft,7
2017,M9L,April,Break and Enter,4
2017,M9L,August,Break and Enter,4
2017,M9L,December,Break and Enter,8
2017,M9L,February,Break and Enter,3
2017,M9L,July,Break and Enter,2
2017,M9L,June,Break and Enter,3
2017,M9L,March,Break and Enter,2
2017,M9L,May,Break and Enter,5
2017,M9L,November,Break and Enter,3
2017,M9L,October,Break and Enter,4
2017,M9L,September,Break and Enter,2
2017,M9L,April,Robbery,6
2017,M9L,August,Robbery,1
2017,M9L,December,Robbery,6
2017,M9L,February,Robbery,1
2017,M9L,January,Robbery,1
2017,M9L,July,Robbery,3
2017,M9L,March,Robbery,1
2017,M9L,May,Robbery,4
2017,M9L,October,Robbery,2
2017,M9L,September,Robbery,3
2017,M9L,April,Theft Over,1
2017,M9L,August,Theft Over,3
2017,M9L,December,Theft Over,3
2017,M9L,July,Theft Over,1
2017,M9L,March,Theft Over,2
2017,M9L,May,Theft Over,1
2017,M9L,November,Theft Over,1
2017,M9L,October,Theft Over,4
2017,M9L,September,Theft Over,2
2018,M9L,April,Assault,15
2018,M9L,August,Assault,16
2018,M9L,December,Assault,5
2018,M9L,February,Assault,3
2018,M9L,January,Assault,5
2018,M9L,July,Assault,7
2018,M9L,June,Assault,14
2018,M9L,March,Assault,9
2018,M9L,May,Assault,3
2018,M9L,November,Assault,8
2018,M9L,October,Assault,6
2018,M9L,September,Assault,12
2018,M9L,April,Auto Theft,8
2018,M9L,August,Auto Theft,6
2018,M9L,December,Auto Theft,11
2018,M9L,February,Auto Theft,5
2018,M9L,January,Auto Theft,10
2018,M9L,July,Auto Theft,7
2018,M9L,June,Auto Theft,7
2018,M9L,March,Auto Theft,9
2018,M9L,May,Auto Theft,6
2018,M9L,November,Auto Theft,15
2018,M9L,October,Auto Theft,8
2018,M9L,September,Auto Theft,8
2018,M9L,April,Break and Enter,7
2018,M9L,August,Break and Enter,6
2018,M9L,December,Break and Enter,2
2018,M9L,February,Break and Enter,2
2018,M9L,January,Break and Enter,5
2018,M9L,July,Break and Enter,4
2018,M9L,June,Break and Enter,3
2018,M9L,March,Break and Enter,4
2018,M9L,May,Break and Enter,9
2018,M9L,November,Break and Enter,3
2018,M9L,October,Break and Enter,6
2018,M9L,April,Robbery,1
2018,M9L,August,Robbery,8
2018,M9L,December,Robbery,4
2018,M9L,February,Robbery,1
2018,M9L,January,Robbery,5
2018,M9L,July,Robbery,5
2018,M9L,March,Robbery,3
2018,M9L,November,Robbery,2
2018,M9L,September,Robbery,1
2018,M9L,April,Theft Over,1
2018,M9L,August,Theft Over,2
2018,M9L,December,Theft Over,4
2018,M9L,February,Theft Over,2
2018,M9L,July,Theft Over,1
2018,M9L,June,Theft Over,1
2018,M9L,May,Theft Over,3
2018,M9L,November,Theft Over,1
2018,M9L,October,Theft Over,1
2018,M9L,September,Theft Over,1
